flight_id,departure_time,airline,origin_airport,destination_airport,origin_lat,origin_lon,dest_lat,dest_lon,flight_class,distance_km,scheduled_duration_min,actual_duration_min,delay_min,ticket_price_usd,passengers,on_time,cancellation_reason
FL4802,2023-10-23 - 07:22:38,British Airways,SYD,JFK,-33.9399,151.1753,40.6413,-73.7781,Economy,14963.0,741,,32.0,717.04,182,Early,
FL4547,2024-02-10 - 04:12:08,American,SIN,FRA,1.3644,103.9915,50.0379,8.5622,Economy,3894.0,735,458.0,14.0,849.25,123,Yes,
FL5689,2024-01-04 - 10:49:57,United,LHR,JFK,51.47,-0.4543,40.6413,-73.7781,Economy,13467.0,634,321.0,55.0,209.93,127,No,
FL1080,2024-05-21 - 05:47:23,Delta,SIN,NRT,1.3644,103.9915,35.772,140.3929,Economy,1632.0,460,609.0,3.0,123.04,368,Yes,
FL3155,2023-06-26 - 08:01:52,Ryanair,NRT,LHR,35.772,140.3929,51.47,-0.4543,Business,13753.0,384,323.0,17.0,436.25,251,No,
FL4578,2024-05-04 - 20:27:04,United,DXB,LAX,25.2532,55.3657,33.9425,-118.4081,Economy,6849.0,525,508.0,58.0,,307,Yes,
FL9446,2024-06-28 - 18:51:49,Ryanair,SIN,LAX,1.3644,103.9915,33.9425,-118.4081,Economy,12809.0,333,65.0,0.0,375.13,408,No,
FL6034,2023-07-20 - 14:45:17,Emirates,FRA,DXB,50.0379,8.5622,25.2532,55.3657,Business,6588.0,759,299.0,8.0,448.97,184,Early,
FL1920,2023-05-13 - 07:50:39,Air France,SYD,LAX,-33.9399,151.1753,33.9425,-118.4081,First,14964.0,411,449.0,39.0,454.15,252,Yes,
FL6661,2024-05-29 - 10:27:32,Delta,SIN,CDG,1.3644,103.9915,49.0097,2.5479,Economy,4733.0,373,,0.0,154.22,135,Yes,
FL2462,2023-04-25 - 02:48:05,Ryanair,CDG,ORD,49.0097,2.5479,41.9742,-87.9073,First,14482.0,287,,0.0,457.64,371,Yes,
FL2055,2024-02-14 - 17:27:46,United,LAX,SYD,33.9425,-118.4081,-33.9399,151.1753,Business,11932.0,706,,17.0,350.92,243,Early,
FL7289,2023-12-04 - 04:34:33,American,JFK,LAX,40.6413,-73.7781,33.9425,-118.4081,Economy,10628.0,853,473.0,0.0,511.31,288,Yes,
FL1768,2023-04-06 - 07:11:26,British Airways,SYD,NRT,-33.9399,151.1753,35.772,140.3929,Economy,2180.0,746,597.0,22.0,710.0,201,Early,
FL6753,2023-05-15 - 03:32:55,Ryanair,JFK,FRA,40.6413,-73.7781,50.0379,8.5622,Business,12439.0,741,330.0,57.0,44.57,387,Early,
FL5926,2023-11-16 - 14:06:04,Emirates,JFK,LAX,40.6413,-73.7781,33.9425,-118.4081,First,10788.0,766,115.0,0.0,426.6,144,No,
FL2551,2023-04-07 - 19:36:39,Delta,LAX,FRA,33.9425,-118.4081,50.0379,8.5622,Economy,2487.0,496,766.0,10.0,375.42,152,Yes,
FL3598,2023-03-27 - 06:49:01,British Airways,DXB,LAX,25.2532,55.3657,33.9425,-118.4081,Economy,2978.0,531,618.0,0.0,283.34,169,Early,
FL5766,2024-05-23 - 01:29:38,American,FRA,ORD,50.0379,8.5622,41.9742,-87.9073,Economy,10202.0,779,170.0,0.0,482.97,91,Yes,
FL8050,2024-04-07 - 12:53:13,Air France,DXB,SIN,25.2532,55.3657,1.3644,103.9915,Business,5043.0,603,769.0,0.0,688.82,362,No,
FL3582,2024-02-22 - 07:33:51,Emirates,CDG,LHR,49.0097,2.5479,51.47,-0.4543,Business,13469.0,258,923.0,0.0,251.63,145,Early,
FL1832,2023-05-09 - 16:26:08,Ryanair,LAX,SYD,33.9425,-118.4081,-33.9399,151.1753,Economy,2553.0,462,597.0,0.0,414.39,159,Yes,
FL6850,2023-06-17 - 20:04:40,Delta,CDG,DXB,49.0097,2.5479,25.2532,55.3657,Economy,599.0,75,940.0,9.0,182.96,300,No,
FL3813,2023-06-30 - 06:43:25,Emirates,SYD,ORD,-33.9399,151.1753,41.9742,-87.9073,Economy,3213.0,334,,0.0,820.22,373,Early,
FL8648,2024-06-26 - 23:09:34,Air France,SYD,DXB,-33.9399,151.1753,25.2532,55.3657,Economy,14431.0,308,767.0,11.0,732.5,162,No,
FL8089,2023-04-22 - 16:31:45,Ryanair,SYD,JFK,-33.9399,151.1753,40.6413,-73.7781,Economy,10926.0,223,815.0,24.0,191.58,394,Early,
FL3601,2024-01-21 - 10:44:21,Ryanair,CDG,JFK,49.0097,2.5479,40.6413,-73.7781,Economy,1465.0,224,905.0,26.0,1818.33,237,Yes,
FL5977,2023-10-13 - 07:00:14,Air France,CDG,LHR,49.0097,2.5479,51.47,-0.4543,First,11568.0,609,889.0,10.0,319.96,249,Yes,
FL1806,2024-04-02 - 23:37:35,Air France,FRA,CDG,50.0379,8.5622,49.0097,2.5479,Economy,1985.0,377,,14.0,198.63,141,Yes,
FL1846,2024-03-25 - 04:23:20,Lufthansa,SIN,LHR,1.3644,103.9915,51.47,-0.4543,Economy,2980.0,568,304.0,7.0,527.42,212,Yes,
FL4902,2023-10-02 - 16:03:44,Air France,SIN,DXB,1.3644,103.9915,25.2532,55.3657,Economy,10793.0,414,389.0,39.0,581.12,325,Yes,
FL4598,2023-03-10 - 21:28:42,Ryanair,ORD,SIN,41.9742,-87.9073,1.3644,103.9915,Business,8634.0,651,616.0,113.0,1040.15,364,Yes,
FL5080,2023-11-08 - 09:25:54,American,SYD,DXB,-33.9399,151.1753,25.2532,55.3657,First,12467.0,752,275.0,0.0,735.91,248,Yes,
FL1981,2023-12-02 - 16:09:20,Air France,ORD,FRA,41.9742,-87.9073,50.0379,8.5622,Business,10000.0,818,295.0,17.0,239.15,304,Yes,
FL2411,2024-03-21 - 12:58:49,Air France,SIN,NRT,1.3644,103.9915,35.772,140.3929,Business,14065.0,627,860.0,0.0,192.74,80,Yes,
FL2731,2024-05-05 - 03:44:07,Lufthansa,ORD,SYD,41.9742,-87.9073,-33.9399,151.1753,Economy,13951.0,332,889.0,37.0,378.54,143,Yes,
FL4871,2023-01-21 - 00:44:49,Emirates,SYD,JFK,-33.9399,151.1753,40.6413,-73.7781,First,562.0,91,800.0,0.0,72.09,135,Early,
FL8351,2023-04-30 - 06:37:49,Delta,JFK,FRA,40.6413,-73.7781,50.0379,8.5622,Business,12286.0,69,97.0,6.0,514.65,206,Yes,
FL4908,2023-06-25 - 17:27:46,Emirates,DXB,JFK,25.2532,55.3657,40.6413,-73.7781,Economy,9727.0,681,572.0,0.0,477.36,237,Yes,
FL1824,2023-01-08 - 06:49:01,Lufthansa,DXB,NRT,25.2532,55.3657,35.772,140.3929,Business,10371.0,393,337.0,5.0,509.4,189,Yes,
FL4606,2023-03-06 - 00:56:01,American,LAX,JFK,33.9425,-118.4081,40.6413,-73.7781,Business,9153.0,822,801.0,15.0,223.28,121,Yes,
FL8511,2024-03-03 - 00:39:13,Lufthansa,NRT,DXB,35.772,140.3929,25.2532,55.3657,Economy,4390.0,309,676.0,,3309.32,329,Yes,
FL8429,2023-02-13 - 16:54:09,Delta,SYD,JFK,-33.9399,151.1753,40.6413,-73.7781,Business,7322.0,223,589.0,36.0,1058.79,307,Early,
FL4403,2023-06-12 - 16:14:56,Lufthansa,SIN,FRA,1.3644,103.9915,50.0379,8.5622,Business,12128.0,426,905.0,0.0,840.73,400,No,
FL7134,2023-09-04 - 03:21:42,Ryanair,DXB,LAX,25.2532,55.3657,33.9425,-118.4081,Economy,12873.0,248,233.0,51.0,285.41,395,Yes,
FL9769,2023-12-03 - 21:17:30,United,FRA,SYD,50.0379,8.5622,-33.9399,151.1753,First,4347.0,867,732.0,0.0,2072.8,218,Yes,
FL2494,2023-12-30 - 14:17:16,British Airways,DXB,SYD,25.2532,55.3657,-33.9399,151.1753,Economy,4729.0,405,374.0,31.0,499.25,160,Early,
FL6012,2023-01-26 - 19:08:38,Lufthansa,ORD,SYD,41.9742,-87.9073,-33.9399,151.1753,Economy,1900.0,115,,0.0,70.87,232,No,
FL2507,2024-05-15 - 04:06:32,Ryanair,LAX,JFK,33.9425,-118.4081,40.6413,-73.7781,Economy,3640.0,720,391.0,26.0,1822.5,175,Yes,
FL3173,2023-03-24 - 13:15:38,Ryanair,DXB,ORD,25.2532,55.3657,41.9742,-87.9073,Economy,6436.0,871,893.0,19.0,42.37,255,Yes,
FL7890,2023-12-24 - 05:19:22,Delta,LHR,LAX,51.47,-0.4543,33.9425,-118.4081,Economy,8701.0,324,,0.0,203.12,261,Yes,
FL2275,2024-05-31 - 06:09:48,Lufthansa,LAX,LHR,33.9425,-118.4081,51.47,-0.4543,Economy,515.0,164,67.0,0.0,,211,Early,
FL7421,2023-10-16 - 22:24:44,Lufthansa,DXB,LHR,25.2532,55.3657,51.47,-0.4543,Business,947.0,85,498.0,4.0,169.03,151,Yes,
FL5903,2024-05-15 - 18:40:37,Lufthansa,NRT,ORD,35.772,140.3929,41.9742,-87.9073,Economy,11336.0,414,271.0,,561.76,180,Yes,
FL1386,2023-07-11 - 04:56:57,Air France,JFK,SIN,40.6413,-73.7781,1.3644,103.9915,Economy,5139.0,518,893.0,27.0,593.75,240,Early,
FL2019,2024-01-16 - 06:54:37,Lufthansa,ORD,SIN,41.9742,-87.9073,1.3644,103.9915,Economy,11218.0,258,625.0,0.0,114.42,245,Yes,Technical
FL8833,2024-06-02 - 09:09:06,Lufthansa,FRA,LHR,50.0379,8.5622,51.47,-0.4543,Economy,12840.0,887,426.0,48.0,395.97,167,No,
FL1802,2023-10-14 - 04:51:21,Air France,NRT,FRA,35.772,140.3929,50.0379,8.5622,Business,10907.0,109,588.0,40.0,310.96,340,No,
FL8039,2024-01-15 - 23:37:35,British Airways,SYD,SIN,-33.9399,151.1753,1.3644,103.9915,Economy,11621.0,689,232.0,39.0,1197.9,167,Yes,
FL4862,2023-11-16 - 06:49:01,Ryanair,SIN,SYD,1.3644,103.9915,-33.9399,151.1753,Economy,9723.0,682,529.0,54.0,397.6,360,Yes,
FL6884,2023-06-03 - 06:26:36,American,NRT,LHR,35.772,140.3929,51.47,-0.4543,Economy,12613.0,715,,33.0,114.02,138,Yes,Operational
FL5317,2023-03-24 - 20:32:41,Emirates,FRA,DXB,50.0379,8.5622,25.2532,55.3657,First,1972.0,104,271.0,85.0,442.71,144,No,
FL1924,2023-06-03 - 21:00:42,Emirates,CDG,LAX,49.0097,2.5479,33.9425,-118.4081,Economy,1650.0,646,855.0,0.0,211.82,344,Yes,
FL6120,2023-12-31 - 19:25:26,Lufthansa,JFK,CDG,40.6413,-73.7781,49.0097,2.5479,Economy,10648.0,596,931.0,19.0,440.91,83,No,
FL8872,2023-04-20 - 20:49:29,British Airways,ORD,LAX,41.9742,-87.9073,33.9425,-118.4081,Business,9389.0,295,333.0,18.0,151.46,85,Yes,
FL9299,2024-03-24 - 06:32:13,Air France,CDG,DXB,49.0097,2.5479,25.2532,55.3657,Business,4417.0,722,809.0,99.0,,185,Yes,
FL9861,2024-03-15 - 04:00:56,Lufthansa,SIN,ORD,1.3644,103.9915,41.9742,-87.9073,Economy,5082.0,313,,0.0,495.85,210,Yes,
FL6376,2023-07-08 - 18:40:37,Emirates,LHR,SYD,51.47,-0.4543,-33.9399,151.1753,Economy,14383.0,530,291.0,9.0,268.53,338,Yes,
FL2995,2023-01-01 - 14:34:05,American,SIN,SYD,1.3644,103.9915,-33.9399,151.1753,Economy,1278.0,757,523.0,0.0,686.6,346,Yes,
FL2892,2023-01-02 - 19:42:15,Air France,LHR,CDG,51.47,-0.4543,49.0097,2.5479,Economy,4293.0,566,65.0,15.0,801.7,377,No,
FL1811,2023-12-06 - 07:33:51,Emirates,SYD,DXB,-33.9399,151.1753,25.2532,55.3657,Economy,8685.0,154,597.0,7.0,110.15,245,Yes,Technical
FL7218,2023-04-05 - 09:20:18,Delta,SYD,FRA,-33.9399,151.1753,50.0379,8.5622,Economy,787.0,683,,10.0,1042.64,190,No,
FL4250,2024-01-11 - 03:04:54,Lufthansa,SYD,SIN,-33.9399,151.1753,1.3644,103.9915,Economy,6678.0,800,,2.0,440.93,309,Yes,
FL2389,2024-03-25 - 11:40:23,Air France,LHR,JFK,51.47,-0.4543,40.6413,-73.7781,Economy,5414.0,654,333.0,0.0,417.76,311,Early,Technical
FL2572,2023-07-21 - 19:53:27,American,FRA,NRT,50.0379,8.5622,35.772,140.3929,Economy,11432.0,136,419.0,0.0,514.12,215,No,
FL4750,2023-04-21 - 11:23:34,Ryanair,SYD,ORD,-33.9399,151.1753,41.9742,-87.9073,Economy,13512.0,387,,0.0,293.9,355,Yes,
FL6504,2024-06-29 - 16:42:57,Lufthansa,NRT,ORD,35.772,140.3929,41.9742,-87.9073,Business,4503.0,856,279.0,0.0,1756.82,178,Yes,
FL5490,2023-03-07 - 06:04:12,Emirates,SYD,FRA,-33.9399,151.1753,50.0379,8.5622,Economy,4928.0,397,902.0,58.0,205.38,101,Yes,
FL7713,2023-10-26 - 22:47:09,Air France,DXB,LHR,25.2532,55.3657,51.47,-0.4543,Economy,14939.0,354,666.0,0.0,,412,Yes,
FL1765,2023-01-09 - 04:40:09,United,SYD,LHR,-33.9399,151.1753,51.47,-0.4543,Business,12450.0,438,143.0,16.0,1617.77,218,No,
FL3734,2024-03-07 - 13:54:51,British Airways,JFK,NRT,40.6413,-73.7781,35.772,140.3929,Economy,12029.0,610,396.0,39.0,153.07,171,Yes,
FL7791,2023-06-09 - 08:07:28,British Airways,FRA,DXB,50.0379,8.5622,25.2532,55.3657,Economy,9825.0,579,888.0,,636.03,338,No,
FL9394,2024-05-23 - 16:03:44,American,DXB,ORD,25.2532,55.3657,41.9742,-87.9073,Economy,1432.0,261,795.0,58.0,99.71,410,Yes,
FL8099,2023-10-23 - 14:39:41,Delta,JFK,SYD,40.6413,-73.7781,-33.9399,151.1753,Economy,3149.0,618,108.0,0.0,,324,Yes,
FL9141,2023-07-13 - 15:13:18,American,SYD,NRT,-33.9399,151.1753,35.772,140.3929,Economy,5135.0,125,609.0,9.0,322.83,147,Yes,
FL9440,2023-04-02 - 15:46:55,British Airways,DXB,CDG,25.2532,55.3657,49.0097,2.5479,Business,2365.0,243,593.0,0.0,,377,No,
FL6960,2023-08-06 - 21:56:43,United,ORD,FRA,41.9742,-87.9073,50.0379,8.5622,Business,14812.0,788,268.0,0.0,,135,Early,
FL5396,2023-07-29 - 17:16:34,Air France,SYD,ORD,-33.9399,151.1753,41.9742,-87.9073,Economy,10839.0,731,424.0,0.0,175.8,142,No,Technical
FL9041,2024-03-11 - 12:36:25,American,LAX,SYD,33.9425,-118.4081,-33.9399,151.1753,Economy,7169.0,494,535.0,10.0,685.61,186,Early,
FL4549,2024-01-12 - 22:47:09,United,FRA,LHR,50.0379,8.5622,51.47,-0.4543,Economy,4672.0,380,,34.0,833.91,172,Early,
FL1914,2023-07-09 - 09:14:42,American,SYD,DXB,-33.9399,151.1753,25.2532,55.3657,Business,1273.0,830,904.0,0.0,298.69,355,Yes,
FL2964,2023-01-03 - 02:59:17,Delta,DXB,JFK,25.2532,55.3657,40.6413,-73.7781,Economy,8746.0,854,64.0,18.0,356.08,244,Yes,
FL8576,2023-03-19 - 16:42:57,United,NRT,LHR,35.772,140.3929,51.47,-0.4543,Economy,9026.0,704,624.0,0.0,464.88,155,No,
FL8790,2023-09-01 - 17:05:22,Ryanair,DXB,JFK,25.2532,55.3657,40.6413,-73.7781,Economy,14917.0,232,388.0,10.0,101.93,359,No,
FL7714,2023-01-08 - 14:06:04,Ryanair,SIN,ORD,1.3644,103.9915,41.9742,-87.9073,Business,14301.0,835,761.0,0.0,451.58,94,Yes,
FL6982,2023-04-12 - 23:26:22,Air France,LAX,LHR,33.9425,-118.4081,51.47,-0.4543,Economy,7019.0,185,876.0,0.0,491.16,346,Yes,
FL3098,2023-06-23 - 14:28:28,Lufthansa,NRT,SIN,35.772,140.3929,1.3644,103.9915,Economy,14983.0,759,822.0,70.0,302.39,190,Yes,
FL3961,2023-01-15 - 06:21:00,British Airways,CDG,ORD,49.0097,2.5479,41.9742,-87.9073,First,14787.0,182,,0.0,185.0,146,Yes,
FL5106,2024-02-15 - 08:01:52,British Airways,CDG,DXB,49.0097,2.5479,25.2532,55.3657,Economy,8580.0,630,862.0,0.0,218.06,235,Yes,
FL3612,2023-02-02 - 04:06:32,Emirates,DXB,SIN,25.2532,55.3657,1.3644,103.9915,Business,14238.0,803,,0.0,1591.97,357,Yes,
FL8453,2023-04-16 - 22:07:56,Delta,LAX,SYD,33.9425,-118.4081,-33.9399,151.1753,Economy,9166.0,875,788.0,23.0,822.98,222,Early,
FL4262,2023-01-17 - 16:37:21,American,FRA,SYD,50.0379,8.5622,-33.9399,151.1753,First,7561.0,757,844.0,14.0,772.99,315,Yes,
FL4870,2023-03-14 - 05:36:11,Air France,SYD,ORD,-33.9399,151.1753,41.9742,-87.9073,Economy,9722.0,547,662.0,31.0,378.24,116,No,
FL3063,2023-03-06 - 15:30:07,American,NRT,JFK,35.772,140.3929,40.6413,-73.7781,Economy,7955.0,270,695.0,77.0,462.13,221,Early,
FL4429,2023-02-06 - 10:05:08,Emirates,NRT,JFK,35.772,140.3929,40.6413,-73.7781,Economy,13279.0,486,674.0,118.0,236.15,142,No,
FL1033,2024-02-25 - 15:41:19,American,ORD,NRT,41.9742,-87.9073,35.772,140.3929,Economy,11187.0,374,467.0,1.0,181.7,80,Yes,
FL3291,2023-11-27 - 12:19:36,American,ORD,LAX,41.9742,-87.9073,33.9425,-118.4081,Business,12579.0,375,,0.0,296.67,306,Yes,
FL2759,2023-08-29 - 16:14:56,Air France,SYD,DXB,-33.9399,151.1753,25.2532,55.3657,Economy,8832.0,158,,41.0,164.97,263,No,
FL1826,2023-01-22 - 20:27:04,Emirates,SIN,LHR,1.3644,103.9915,51.47,-0.4543,Economy,2825.0,128,,0.0,81.5,387,No,
FL9429,2023-10-07 - 19:53:27,Lufthansa,CDG,ORD,49.0097,2.5479,41.9742,-87.9073,Economy,12602.0,325,821.0,0.0,669.0,387,Yes,Weather
FL1716,2023-09-04 - 10:38:45,American,NRT,LHR,35.772,140.3929,51.47,-0.4543,Economy,6170.0,131,334.0,19.0,126.7,115,Yes,
FL6459,2024-04-24 - 12:47:37,Air France,FRA,LAX,50.0379,8.5622,33.9425,-118.4081,Economy,9383.0,524,562.0,4.0,161.17,181,Yes,
FL8870,2023-01-24 - 08:52:17,Air France,SYD,LHR,-33.9399,151.1753,51.47,-0.4543,Economy,14277.0,291,481.0,63.0,208.55,231,No,
FL9066,2023-10-14 - 12:08:24,American,SIN,LHR,1.3644,103.9915,51.47,-0.4543,Economy,11529.0,458,751.0,28.0,146.48,285,Yes,
FL3829,2024-04-28 - 18:46:13,Lufthansa,SIN,FRA,1.3644,103.9915,50.0379,8.5622,Business,3508.0,404,841.0,29.0,208.76,260,Yes,
FL7922,2023-01-14 - 15:46:55,Ryanair,SIN,CDG,1.3644,103.9915,49.0097,2.5479,Economy,11165.0,866,762.0,14.0,236.68,344,Yes,
FL7359,2024-04-15 - 10:16:20,United,LHR,CDG,51.47,-0.4543,49.0097,2.5479,Business,6001.0,583,520.0,9.0,120.18,213,Yes,
FL9017,2023-06-08 - 17:33:23,American,LAX,DXB,33.9425,-118.4081,25.2532,55.3657,Business,5186.0,883,,59.0,41.22,359,Yes,
FL5598,2023-03-12 - 09:53:55,British Airways,NRT,FRA,35.772,140.3929,50.0379,8.5622,Economy,14407.0,115,182.0,63.0,565.13,241,No,
FL8152,2023-07-15 - 10:55:33,Ryanair,LHR,SYD,51.47,-0.4543,-33.9399,151.1753,Business,2064.0,529,82.0,0.0,1046.6,197,Yes,
FL9396,2024-02-12 - 14:28:28,Delta,FRA,ORD,50.0379,8.5622,41.9742,-87.9073,Economy,5530.0,803,945.0,0.0,1005.3,398,Yes,
FL3469,2024-02-23 - 12:42:01,Lufthansa,NRT,JFK,35.772,140.3929,40.6413,-73.7781,Economy,792.0,336,160.0,65.0,494.09,112,Yes,
FL7893,2023-08-07 - 19:47:51,Lufthansa,NRT,JFK,35.772,140.3929,40.6413,-73.7781,Economy,10776.0,651,774.0,0.0,141.13,202,Early,
FL2195,2023-06-11 - 18:23:48,Delta,ORD,LHR,41.9742,-87.9073,51.47,-0.4543,Economy,6485.0,786,539.0,11.0,303.69,319,Yes,
FL7217,2023-12-21 - 19:03:02,Air France,DXB,ORD,25.2532,55.3657,41.9742,-87.9073,Economy,9829.0,371,,0.0,675.22,164,No,
FL1044,2024-02-23 - 19:59:03,Delta,LHR,SYD,51.47,-0.4543,-33.9399,151.1753,Economy,8102.0,224,765.0,0.0,630.67,366,No,
FL2093,2023-07-03 - 00:16:48,Emirates,FRA,SYD,50.0379,8.5622,-33.9399,151.1753,Business,11073.0,771,129.0,101.0,612.62,121,No,
FL4491,2023-05-22 - 03:04:54,Delta,DXB,LAX,25.2532,55.3657,33.9425,-118.4081,First,10676.0,828,842.0,0.0,716.61,309,Yes,
FL4660,2024-02-20 - 19:08:38,Delta,FRA,SIN,50.0379,8.5622,1.3644,103.9915,Economy,7010.0,659,361.0,3.0,1584.7,183,Yes,
FL3237,2023-08-28 - 03:49:43,American,ORD,SIN,41.9742,-87.9073,1.3644,103.9915,Economy,13578.0,620,235.0,136.0,137.39,386,Yes,
FL3017,2024-04-16 - 00:50:25,United,SYD,FRA,-33.9399,151.1753,50.0379,8.5622,Economy,13944.0,366,494.0,1.0,226.94,276,No,
FL6514,2024-06-25 - 18:01:24,Emirates,NRT,ORD,35.772,140.3929,41.9742,-87.9073,Economy,14000.0,498,367.0,0.0,540.03,312,Yes,
FL7113,2024-03-17 - 14:17:16,Emirates,CDG,NRT,49.0097,2.5479,35.772,140.3929,Economy,11895.0,164,940.0,6.0,563.78,130,No,
FL4469,2023-01-19 - 05:02:34,Ryanair,JFK,SYD,40.6413,-73.7781,-33.9399,151.1753,Economy,3094.0,878,261.0,33.0,160.52,117,Early,
FL7700,2023-12-29 - 01:52:03,Emirates,FRA,LHR,50.0379,8.5622,51.47,-0.4543,Economy,845.0,819,627.0,0.0,357.14,315,No,
FL8501,2024-03-10 - 14:45:17,Lufthansa,LHR,ORD,51.47,-0.4543,41.9742,-87.9073,Economy,6549.0,262,500.0,0.0,83.21,82,Yes,Weather
FL8778,2023-01-28 - 22:07:56,Lufthansa,ORD,FRA,41.9742,-87.9073,50.0379,8.5622,Economy,13742.0,713,747.0,0.0,694.91,121,Yes,
FL9587,2023-07-22 - 03:10:30,American,LHR,DXB,51.47,-0.4543,25.2532,55.3657,Business,4901.0,570,857.0,0.0,,149,No,
FL9093,2023-11-04 - 10:44:21,British Airways,NRT,LHR,35.772,140.3929,51.47,-0.4543,Economy,14056.0,189,,0.0,285.04,180,No,
FL4986,2024-04-14 - 12:25:12,Emirates,LAX,SIN,33.9425,-118.4081,1.3644,103.9915,Economy,10453.0,861,341.0,0.0,227.69,380,Yes,
FL3169,2023-02-28 - 21:06:18,British Airways,DXB,NRT,25.2532,55.3657,35.772,140.3929,Economy,3059.0,332,,21.0,582.0,202,Yes,
FL3820,2023-03-26 - 23:31:59,Delta,ORD,LAX,41.9742,-87.9073,33.9425,-118.4081,Economy,6429.0,420,388.0,0.0,1910.94,278,Early,
FL7529,2023-07-30 - 22:24:44,United,LHR,SIN,51.47,-0.4543,1.3644,103.9915,Economy,5594.0,173,,35.0,662.14,236,No,
FL7147,2023-11-05 - 23:09:34,Air France,SYD,FRA,-33.9399,151.1753,50.0379,8.5622,Economy,6678.0,662,,0.0,1485.93,184,Yes,
FL2656,2023-04-19 - 22:58:21,United,SYD,LHR,-33.9399,151.1753,51.47,-0.4543,Business,9978.0,739,206.0,29.0,1404.06,184,Yes,
FL2158,2023-11-11 - 17:33:23,Ryanair,DXB,SYD,25.2532,55.3657,-33.9399,151.1753,Economy,12695.0,229,331.0,0.0,209.12,206,Yes,
FL3179,2023-06-07 - 12:25:12,British Airways,NRT,SIN,35.772,140.3929,1.3644,103.9915,Economy,13154.0,549,,36.0,100.64,289,No,
FL8344,2024-02-03 - 11:57:11,Ryanair,FRA,DXB,50.0379,8.5622,25.2532,55.3657,Economy,2473.0,417,340.0,0.0,,365,Early,
FL8998,2023-12-03 - 06:43:25,Delta,DXB,CDG,25.2532,55.3657,49.0097,2.5479,Economy,5097.0,440,831.0,40.0,698.94,370,Early,
FL5639,2023-12-14 - 12:14:00,Emirates,LHR,DXB,51.47,-0.4543,25.2532,55.3657,Economy,13536.0,389,374.0,4.0,362.25,382,No,Weather
FL3630,2023-11-23 - 06:21:00,Air France,LHR,NRT,51.47,-0.4543,35.772,140.3929,Economy,4030.0,524,757.0,0.0,480.94,391,Early,
FL1804,2023-09-15 - 01:35:15,United,SYD,NRT,-33.9399,151.1753,35.772,140.3929,First,6836.0,849,793.0,5.0,1562.02,265,No,
FL2351,2024-05-03 - 00:44:49,Delta,JFK,ORD,40.6413,-73.7781,41.9742,-87.9073,Business,9382.0,831,,17.0,299.08,153,Yes,
FL3037,2023-02-03 - 09:14:42,Ryanair,LHR,SYD,51.47,-0.4543,-33.9399,151.1753,Economy,10805.0,170,,0.0,1106.62,232,Yes,
FL8757,2023-01-13 - 17:55:47,British Airways,LAX,CDG,33.9425,-118.4081,49.0097,2.5479,Business,6215.0,690,260.0,0.0,466.98,200,Yes,
FL9847,2023-02-07 - 22:30:21,Air France,SIN,CDG,1.3644,103.9915,49.0097,2.5479,Economy,7970.0,720,378.0,36.0,,340,Yes,
FL8409,2023-03-03 - 21:56:43,Ryanair,LAX,DXB,33.9425,-118.4081,25.2532,55.3657,Economy,9489.0,722,,22.0,626.94,314,No,
FL8708,2023-01-16 - 18:46:13,Emirates,SIN,NRT,1.3644,103.9915,35.772,140.3929,Economy,12367.0,605,124.0,0.0,576.71,392,Yes,
FL5053,2023-06-15 - 09:48:19,Lufthansa,SYD,CDG,-33.9399,151.1753,49.0097,2.5479,Economy,12305.0,127,632.0,0.0,1897.66,166,Early,
FL2447,2023-01-21 - 15:18:54,British Airways,SIN,NRT,1.3644,103.9915,35.772,140.3929,Economy,8843.0,592,313.0,22.0,144.03,288,No,
FL1610,2023-06-10 - 13:15:38,Air France,FRA,NRT,50.0379,8.5622,35.772,140.3929,Economy,4892.0,606,833.0,7.0,1162.12,93,Yes,
FL6984,2024-03-05 - 18:12:36,American,DXB,SYD,25.2532,55.3657,-33.9399,151.1753,Business,13109.0,676,151.0,0.0,750.94,179,No,
FL3498,2023-02-25 - 12:58:49,Emirates,LHR,SIN,51.47,-0.4543,1.3644,103.9915,Economy,2920.0,847,863.0,0.0,310.64,168,Yes,
FL5814,2023-02-11 - 13:54:51,Ryanair,NRT,SIN,35.772,140.3929,1.3644,103.9915,First,5571.0,762,,10.0,1065.47,197,No,
FL6200,2023-09-30 - 20:21:28,Emirates,DXB,CDG,25.2532,55.3657,49.0097,2.5479,First,3946.0,115,731.0,24.0,280.0,84,Early,
FL6616,2023-08-30 - 14:06:04,Lufthansa,ORD,DXB,41.9742,-87.9073,25.2532,55.3657,Economy,8850.0,283,198.0,55.0,,303,Yes,
FL2749,2023-02-10 - 01:29:38,United,SYD,LAX,-33.9399,151.1753,33.9425,-118.4081,Business,11676.0,548,,32.0,544.67,379,Yes,
FL9554,2023-01-25 - 06:43:25,American,FRA,LHR,50.0379,8.5622,51.47,-0.4543,Economy,9743.0,407,522.0,0.0,568.23,234,Yes,
FL9835,2024-06-12 - 16:48:33,Ryanair,NRT,SYD,35.772,140.3929,-33.9399,151.1753,Economy,9949.0,792,131.0,0.0,417.85,113,Yes,
FL1980,2023-06-14 - 04:40:09,United,FRA,SYD,50.0379,8.5622,-33.9399,151.1753,Economy,5628.0,623,794.0,25.0,242.38,281,No,
